Game ID,Rated,Start Time,End Time,No. of Turns,Game_status,Winner,Increment_time,White_id,White_rating,Black_id,Black_rating,Moves,Opening_eco,Opening_name,Opening_play
a0wR2srJ,TRUE,1.46E+12,1.46E+12,23,resign,black,14+17,nubas1k,1309,evan_h1234,1317,d4 c5 d5 d6 e4 Nf6 f3 e6 Bg5 exd5 exd5 Qa5+ Nc3 c4 Bxc4 Be7 Qe2 O-O Qxe7 Re8 Qxe8+ Nxe8 Rd1,A43,Benoni Defense: Old Benoni,4
CoPllBz6,TRUE,1.46E+12,1.46E+12,45,mate,white,14+20,destroyer806,1338,evan_h1234,1314,d4 Nc6 e3 d5 f4 Nf6 b3 Bg4 Ne2 Ne4 h3 Ng3 Rg1 Bh5 Qd3 Bg6 Qb5 Nxf1 Qxb7 Nxe3 Qxc6+ Qd7 Qxa8+ Qd8 Qc6+ Qd7 Qa6 Nxc2+ Kd1 Nxa1 Bb2 Bxb1 Bxa1 Bf5 Nc3 Qe6 Qb7 Qe3 Nxd5 Qxg1+ Kd2 Qxg2+ Kc3 e6 Qc8#,A40,Mikenas Defense,2
IZexjDK9,TRUE,1.46E+12,1.46E+12,50,resign,white,14+20,evan_h1234,1299,destroyer806,1378,e4 d5 Nc3 e6 Nf3 f5 exf5 exf5 Qe2+ Be7 Ng5 d4 Nb5 Nf6 g3 Ne4 Nxe4 fxe4 Qxe4 g6 Nxd4 Bf5 Nxf5 gxf5 Qxf5 Rf8 Qh5+ Rf7 Bc4 Qd7 Qxf7+ Kd8 Qg8+ Qe8 Qxh7 Nd7 Bf7 Qf8 d4 Bb4+ c3 Ke7 Bd5+ Ke8 Bh6 Nf6 Qg6+ Qf7 Bxf7+ Kd7,C00,French Defense: Two Knights Variation,5
zXNHeEJl,FALSE,1.46E+12,1.46E+12,72,mate,black,15+0,menon19,1464,m_taha293,1500,e4 Nc6 Nf3 e5 Nc3 Nf6 Bb5 a6 Bxc6 dxc6 Nxe5 Qd4 Nf3 Qc4 d3 Qe6 Ng5 Qd6 Nh3 Bxh3 gxh3 O-O-O Qe2 g6 e5 Qd7 exf6 Re8 Ne4 Qxh3 Qf1 Qf3 Kd2 Bh6+ Kc3 Rxe4 Bxh6 Qxf6+ Kd2 Re6 Re1 g5 Rxe6 fxe6 Bxg5 Qxg5+ Ke1 Rf8 Rg1 Qe5+ Kd1 Qxh2 Rg2 Qh5+ Ke1 Qe5+ Qe2 Qxb2 Qxe6+ Kb8 Qe7 Qh8 Rg7 Re8 Rxh7 Rxe7+ Kd1 Rxh7 f4 Rh2 Kc1 Qa1#,C48,Four Knights Game: Ranken Variation,9
wrUGowWQ,TRUE,1.49E+12,1.49E+12,109,outoftime,white,8+0,granmagister,1639,satanrogue99,1656,e4 c5 Nf3 e6 Nc3 Ne7 d4 d5 Bb5+ Bd7 exd5 Nxd5 Bxd7+ Nxd7 Nxd5 exd5 dxc5 Nxc5 O-O Be7 Re1 O-O Qe2 Re8 Qb5 a6 Qe2 Ne4 Nd4 Bc5 Be3 Bxd4 Bxd4 Nc3 Qf3 Rxe1+ Rxe1 Ne4 Qg4 f6 f3 Nd6 Qe6+ Nf7 Qe7 Qxe7 Rxe7 b5 c3 Nh6 g4 Kf8 Bc5 Kg8 Rd7 f5 h3 fxg4 hxg4 Nf7 Rxd5 Re8 Kf2 Re5 Rxe5 Nxe5 Bd4 Nc6 Be3 Kf7 Ke2 Ke6 Kd3 Kd5 b3 g6 Bh6 b4 c4+ Kc5 Bf8+ Kb6 a3 bxa3 Bxa3 Na5 Kc3 Nc6 Bf8 Na5 f4 Nc6 f5 gxf5 gxf5 Nd8 Bg7 Nf7 f6 a5 Bh6 Kc5 Bg7 Kb6 Bf8 Kc6 Be7 Kb6 Ba3,B40,Sicilian Defense: French Variation,4
nHSnrCha,TRUE,1.49E+12,1.49E+12,35,mate,white,15+0,satanrogue99,1641,abayanko,1490,a3 d5 Nf3 e6 d4 Bd6 Nbd2 Nf6 e3 O-O c4 Nc6 b4 dxc4 Nxc4 Re8 Bb2 Nh5 Be2 g6 Nfd2 e5 Bxh5 gxh5 Qxh5 exd4 O-O dxe3 fxe3 Qe7 Bf6 Qe6 Qg5+ Kf8 Qg7#,A00,Anderssen Opening,1
yzJrB5Ws,TRUE,1.49E+12,1.49E+12,63,mate,white,15+0,satanrogue99,1636,johnthedon97,1260,a3 d5 Nf3 Nc6 e3 Bg4 Be2 Nf6 O-O e6 d4 Ne4 Nbd2 e5 Nxe4 dxe4 Nxe5 Be6 Nxc6 Qd7 c4 bxc6 Qb3 Bd6 d5 Bg4 dxc6 Qe6 Qb7 Rd8 Bxg4 Qxg4 Qxa7 Qh5 g3 Qe2 c5 Be5 Qa5 Rd1 Rxd1 Qxd1+ Kg2 O-O Qd2 Qh5 Rb1 g5 b4 f5 Qd5+ Kg7 Qxe5+ Kg6 Bb2 f4 Qg7+ Kf5 Qxf8+ Kg4 exf4 gxf4 Qxf4#,A00,Anderssen Opening,1
OhQSh8yv,TRUE,1.49E+12,1.49E+12,20,resign,white,20+0,satanrogue99,1625,rodrigodearaujo,1378,a3 b6 d4 c5 Nf3 Bb7 e3 cxd4 exd4 d6 c4 d5 Nc3 dxc4 Bxc4 Bxf3 Qxf3 Nh6 Bxh6 Nd7,A00,Anderssen Opening,1
YkmRYw0j,TRUE,1.48E+12,1.48E+12,59,mate,white,5+5,antonios,1845,satanrogue99,1638,e4 Nc6 d4 Nb8 c4 Nc6 d5 Nb8 b3 Na6 Nc3 Nb8 Nf3 Na6 Bf4 Nb8 Nb5 Na6 Bd3 d6 O-O Nb8 e5 Na6 exd6 cxd6 Re1 Nb8 Bxd6 Nc6 Bg3 Qd6 Bxd6 Nd4 Nfxd4 Bh3 gxh3 Rc8 Bg3 Rxc4 Bxc4 Nh6 Nd6+ Kd7 Nxb7 Ke8 d6 Kd7 dxe7 Ke8 exf8=Q+ Kd7 Qxh8 Ng8 Qxg8 g5 Qxf7+ Kc8 Re8#,B00,King's Pawn Game: Nimzowitsch Defense,3
1DngyzrL,TRUE,1.48E+12,1.48E+12,64,mate,black,5+5,satanrogue99,1654,antonios,1839,Nf3 c6 e3 d5 c4 e6 Nc3 Nf6 d4 Bb4 a3 Bxc3+ bxc3 Ne4 Ne5 Qa5 Bd2 Nxd2 Qxd2 Nd7 Qb2 Nxe5 dxe5 dxc4 Bxc4 Qxe5 O-O O-O Rad1 b5 Bb3 a6 Bc2 c5 Rfe1 Bb7 f4 Qf6 Re2 c4 Red2 Qh4 g3 Qg4 a4 Qf3 axb5 Qh1+ Kf2 Qxh2+ Kf1 Qh1+ Kf2 Qf3+ Ke1 Qxe3+ Re2 Qg1+ Kd2 Rfd8+ Bd3 Rxd3+ Kc2 Qxd1#,D45,Semi-Slav Defense: Main Line,9
8K4BUCPt,TRUE,1.48E+12,1.48E+12,70,mate,black,5+5,satanrogue99,1696,aidynnur,1563,a3 c6 Nf3 d5 e3 Bf5 d4 e6 Nbd2 Nf6 g3 Bd6 Nh4 Bg4 f3 Bh5 g4 Nxg4 fxg4 Qxh4+ Ke2 Bxg4+ Nf3 Qh5 Bg2 c5 Kf2 cxd4 exd4 O-O Qd3 Nc6 Be3 f5 h3 Bxf3 Bxf3 Qh4+ Ke2 e5 Bxd5+ Kh8 Rag1 e4 Qd2 f4 Rg4 f3+ Kf1 Qf6 Bxe4 Ne7 Bg5 Qf7 Bxe7 Bxe7 Bxb7 Qc4+ Kf2 Rab8 Be4 Rxb2 Bd3 Qxd4+ Qe3 Bc5 Qxd4 Bxd4+ Kf1 Rb1#,A00,Anderssen Opening,1
bx0Z93vM,TRUE,1.46E+12,1.46E+12,19,resign,white,30+0,francisco-sanabria,1584,fredrickwoodbury,1500,e4 e5 Nf3 Nc6 Nc3 d6 Bc4 Nge7 Ng5 f6 Nf7 Qd7 Nxh8 Ng6 Bf7+ Qxf7 Nxf7 Kxf7 O-O,C46,Three Knights Opening,5
59kbXR9N,TRUE,1.47E+12,1.47E+12,19,mate,white,10+5,jestforfun,1470,abbykoopman22,1090,e4 Nc6 d4 Nxd4 Qxd4 a5 Bc4 Ra6 Bxa6 bxa6 Nf3 Bb7 Qc4 Qa8 Ne5 Bxe4 Qxf7+ Kd8 Qxf8#,B00,King's Pawn Game: Nimzowitsch Defense,3
sNqyUKIL,TRUE,1.47E+12,1.47E+12,15,mate,white,10+13,guerina,1221,abbykoopman22,1105,e4 Nc6 d3 Nd4 Nf3 Nxf3+ Qxf3 Nf6 e5 Ng8 d4 a5 Bc4 Ra6 Qxf7#,B00,Nimzowitsch Defense,2
aPnS9VLX,TRUE,1.46E+12,1.46E+12,11,mate,white,5+5,kraken12,1199,abbykoopman22,1123,e4 Nc6 Qh5 Nd4 Bc4 Nxc2+ Kd1 Ne3+ dxe3 a5 Qxf7#,B00,Nimzowitsch Defense,2
TeQAiJJh,TRUE,1.46E+12,1.46E+12,13,mate,white,10+0,tai-ping,1122,abbykoopman22,1160,e4 Nc6 Bc4 Na5 Na3 Nxc4 Nxc4 a5 Ne5 Ra6 Qf3 Rb6 Qxf7#,B00,Nimzowitsch Defense,2
0iJfm49Q,TRUE,1.46E+12,1.46E+12,11,mate,white,15+3,baruc456,1299,abbykoopman22,1176,e4 Nc6 Qf3 Nd4 Qf4 Nxc2+ Kd1 a6 Bc4 Nd4 Qxf7#,B00,Nimzowitsch Defense,2
7uyLThgu,TRUE,1.50E+12,1.50E+12,55,resign,white,15+5,taborluna,1544,d_war,1528,e4 c6 d4 d5 e5 e6 a3 c5 c3 cxd4 cxd4 Ne7 Nf3 Qa5+ Bd2 Qc7 Be2 Nbc6 h3 Nf5 Bc3 g6 Bd3 Bg7 O-O O-O Re1 f6 Bxf5 exf5 Nbd2 fxe5 dxe5 Re8 e6 Bxe6 Bxg7 Kxg7 Nb3 Rad8 Nbd4 Nxd4 Qxd4+ Kg8 Ng5 Qc6 Rac1 Qd7 Qf6 f4 Nxe6 Rxe6 Rxe6 Rf8 Qe7,B12,Caro-Kann Defense: Advance Variation,5
4u2TvoUT,TRUE,1.50E+12,1.50E+12,94,resign,black,10+2,d_war,1538,ndjen,1564,e4 e6 d4 c6 Nf3 d6 Be3 Be7 c4 Nd7 Nc3 h6 d5 exd5 exd5 Ne5 dxc6 bxc6 Be2 Bb7 Nxe5 dxe5 Qxd8+ Bxd8 O-O Bc7 f4 exf4 Bxf4 Bxf4 Rxf4 Nf6 Re1 O-O b4 a6 b5 axb5 cxb5 cxb5 Bxb5 Ra3 Rc1 Nd5 Nxd5 Bxd5 Bc4 Bxc4 Rfxc4 Rxa2 g4 g5 Rc8 Rxc8 Rxc8+ Kg7 Rc3 Kg6 Rf3 f6 Kh1 Ra1+ Kg2 Ra2+ Kg3 Ra1 Kg2 Ra4 Kg3 Ra6 Kh3 h5 Kg3 hxg4 Kxg4 Ra4+ Kg3 f5 Kg2 g4 Rc3 Kg5 Rc5 Kf4 Kg1 Ra1+ Kg2 Ra2+ Kg1 Re2 Rc4+ Kg5 Kf1 Rxh2,C00,French Defense: Normal Variation,3
PdhYpblx,TRUE,1.49E+12,1.49E+12,41,mate,white,10+0,denisufraghviz,1576,d_war,1548,e4 e5 Nc3 Nf6 Nf3 Bd6 d4 Qe7 dxe5 Bxe5 Bg5 d6 Nd5 Qd8 Bc4 h6 Bxf6 Bxf6 O-O O-O Qd2 Re8 Rae1 Bxb2 c3 Ba3 e5 Bc5 Nf6+ gxf6 exf6 Rxe1 Rxe1 Nc6 Qxh6 Qf8 Qg5+ Kh8 Re8 Qxe8 Qg7#,C42,Russian Game: Three Knights Game,5
uKiIiQFi,TRUE,1.48E+12,1.48E+12,28,resign,black,10+0,d_war,1558,matzeeeeee,1610,e4 e5 d4 Be7 d5 d6 Bb5+ Bd7 a4 a6 Bxd7+ Qxd7 Nc3 c6 Be3 Nf6 Nf3 cxd5 Nxd5 Nxd5 Qxd5 h6 O-O Nc6 c3 O-O Rfd1 Kh8,C21,Center Game #2,3
O1Z2TfSn,TRUE,1.48E+12,1.48E+12,69,resign,white,15+15,walidsh,1652,d_war,1566,e4 e5 Nf3 Nc6 d3 d6 Nc3 Nf6 Bg5 Be7 Be2 h6 Bh4 O-O O-O Re8 d4 Bg4 d5 Bxf3 Bxf3 Nd4 Re1 c5 Qd3 Nd7 Bxe7 Qxe7 Nb5 Nb6 c3 Nxf3+ Qxf3 Nc4 Qe2 Nb6 a4 a5 c4 Rf8 b3 f5 Qh5 fxe4 Rxe4 Qf6 Rf1 Rad8 Rg4 Rde8 Rg6 Qf4 Nxd6 Rd8 Nxb7 Rf5 Qh3 Rb8 Rxb6 e4 Rb5 e3 Qxe3 Qxe3 fxe3 Rxf1+ Kxf1 Rf8+ Ke2,C44,King's Knight Opening: Normal Variation,4
hjJEeZiU,TRUE,1.48E+12,1.48E+12,112,resign,black,10+0,d_war,1574,pcpl,1678,e4 e5 Nf3 d6 d4 Bg4 Be2 Bxf3 Bxf3 exd4 Qxd4 Nc6 Qd1 Ne5 Nc3 Nxf3+ Qxf3 Nf6 O-O Be7 Re1 O-O e5 dxe5 Rxe5 Bd6 Re1 Qd7 Bf4 Bxf4 Qxf4 Rfe8 Rxe8+ Rxe8 h3 c6 Qf3 h6 Rd1 Qc8 b4 Rd8 Rxd8+ Qxd8 Ne4 Nxe4 Qxe4 Qd1+ Kh2 Qd6+ Kg1 Qd5 Qxd5 cxd5 c3 Kf8 Kf1 Ke7 Ke2 Kd6 Kd3 Ke5 c4 dxc4+ Kxc4 f5 Kd3 g5 g3 h5 Ke3 b5 f4+ gxf4+ gxf4+ Kd5 a3 h4 Kd3 a6 Ke3 Kc4 Kd2 Kb3 Kd3 Kxa3 Kd4 Kxb4 Ke5 Kc4 Kxf5 b4 Kg5 b3 f5 b2 f6 b1=Q f7 Qg1+ Kf6 Qf2+ Kg7 Qg3+ Kf8 a5 Ke8 Qe5+ Kf8 a4 Kg8 Qg5+,C41,Philidor Defense,5
CJmcdh4f,TRUE,1.48E+12,1.48E+12,54,mate,black,10+0,pcpl,1693,d_war,1559,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nf6 Nf3 Bf5 e3 e6 Ne5 Bd6 Bb5+ Nc6 Nxc6 bxc6 Bxc6+ Nd7 Bxa8 Qxa8 O-O O-O a3 Nf6 b4 Rc8 Bd2 Qc6 Rc1 Qb6 Qb3 Qb8 a4 Bxh2+ Kh1 Bd6 Nb5 Rxc1 Rxc1 h5 Nxd6 Qxd6 b5 Ne4 Bb4 Nxf2+ Kg1 Qg3 Be1 Be4 Bxf2 Qxg2#,D12,Slav Defense: Exchange Variation |  Schallopp Variation,11
HplskEre,TRUE,1.48E+12,1.48E+12,41,resign,black,15+15,d_war,1564,sergey_1963,1761,e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nf6 O-O O-O Re1 d6 h3 a6 a4 Na5 b3 c6 d4 exd4 Nxd4 Qb6 Be3 Bb4 Nf5 Qc7 Bf4 Bxf5 Re3 Bxc3 Bxd6 Qb6 Bxf8 Bxa1 exf5 Bd4 Rd3 Bxf2+ Kh1 Kxf8 b4,C50,Four Knights Game: Italian Variation,8
YUTBo8bU,TRUE,1.48E+12,1.48E+12,77,mate,white,10+15,pogo78,1452,d_war,1579,e4 e5 d4 d6 d5 Nf6 Nc3 g6 Bb5+ Bd7 Bxd7+ Nbxd7 Nf3 Bg7 O-O O-O Bg5 Re8 Qd2 c6 Bh6 Bxh6 Qxh6 cxd5 Nxd5 Nxd5 exd5 f6 g4 e4 Nd4 Re5 f4 Rxd5 Ne6 Qe7 f5 Ne5 h3 gxf5 Rxf5 Qxe6 Raf1 Rf8 g5 Rd1 Rxf6 Rxf1+ Rxf1 Rxf1+ Kxf1 Qf5+ Ke2 Qf3+ Kd2 Nc4+ Ke1 Qe3+ Kf1 Nd2+ Kg2 Qf3+ Kh2 Nf1+ Kg1 Ne3 Qe6+ Kf8 Qxd6+ Ke8 Qb8+ Ke7 Qxb7+ Ke6 Qc6+ Kf5 Qf6#,B07,King's Pawn Game: Maroczy Defense,4
8Lpz6aTe,TRUE,1.48E+12,1.48E+12,83,resign,white,10+15,d_war,1571,pogo78,1459,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 Nc3 Bb4 Bd2 Qf6 Qe2 a5 O-O-O Ba6 a3 Bxe2 Bxe2 Bxc3 Bxc3 Qxf2 Bf3 Nf6 Bxe5 O-O-O Rhf1 Qb6 Bd4 c5 Be3 d5 e5 d4 Bg5 Rhe8 exf6 gxf6 Bg4+ Kb7 Rxf6 Qb5 Bf3+ Ka7 Rxf7+ Ka6 Bxd8 Rxd8 Re1 Rb8 b3 a4 Be2 Qxe2 Rxe2 axb3 Re6+ Ka5 Ra7+ Kb5 cxb3 d3 Kd2 c4 bxc4+ Kxc4 Re4+ Kb3 Kxd3 Ka2 Rxh7 Rb3+ Kd4 Rxa3 Re2+ Kb3 Re3+ Ka4 Rxa3+ Kxa3 g4,B32,Sicilian Defense: Loewenthal Variation,8
nG635KA8,TRUE,1.48E+12,1.48E+12,51,resign,white,10+15,sandwedge,1330,d_war,1590,Nf3 d5 e3 Nc6 d4 e6 Bb5 Bd7 Bxc6 Bxc6 Ne5 Bb4+ c3 Bd6 Qf3 Nf6 O-O O-O Qe2 Bxe5 dxe5 Ne4 Nd2 Re8 Nxe4 dxe4 Rd1 Qg5 f4 Qe7 b4 Red8 Rxd8+ Rxd8 a4 a6 Ba3 b5 c4 Qd7 cxb5 axb5 axb5 Bxb5 Qg4 Qd3 Qh4 Qxe3+ Kh1 Qxa3 Qxd8+,A06,Reti Opening,2
UHurL0yF,TRUE,1.48E+12,1.48E+12,82,mate,black,10+0,steevendelgado,1408,d_war,1584,e4 e5 f4 d6 Bc4 Nf6 d3 Bd7 c3 b5 Bb3 Nc6 d4 Nxe4 Nf3 Bg4 Nbd2 Nxd2 Bxd2 exd4 O-O Be7 Qe1 d3 Ng5 O-O Qg3 Bxg5 Qxg4 Bf6 f5 Ne5 Qg3 c5 Rae1 c4 Bd1 Rb8 b3 b4 bxc4 bxc3 Bxc3 Nxc4 Bxf6 Qxf6 Bb3 Qd4+ Kh1 d2 Rd1 Ne3 Rf4 Qc3 Rf3 Qc1 Rxe3 Rxb3 h3 Qxd1+ Kh2 Rxe3 Qxe3 Qe1 Qxe1 dxe1=Q a4 Qe5+ Kg1 Rc8 h4 Rc1+ Kf2 Qe1+ Kf3 Rc3+ Kg4 Qe4+ Kh5 Rg3 a5 Qg4#,C30,King's Gambit,3
be4k7115,TRUE,1.47E+12,1.47E+12,24,resign,black,10+0,d_war,1595,frietvanpiet,1581,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6 f3 Qxc6 Qe2 a6 Be3 Bb4+ Nc3 Bxc3+ bxc3 Qxc3+ Bd2 Qxa1+ Kf2 Qd4+,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
A8rhRJkB,TRUE,1.47E+12,1.47E+12,66,resign,black,10+0,d_war,1606,ntriggers,1637,e4 e5 Nf3 Nc6 d4 h6 dxe5 Qe7 Bc4 Nxe5 Nxe5 Qxe5 Bxf7+ Kxf7 Qf3+ Ke8 O-O d6 Bf4 Qe6 Re1 Bd7 Nc3 Bc6 Nd5 Qd7 Qh5+ Kd8 Qf5 Ne7 Qxd7+ Kxd7 c4 Re8 f3 Kc8 b4 a6 a4 Nxd5 cxd5 Bd7 b5 a5 Rac1 Kb8 Rc4 g5 Be3 Rg8 b6 c6 dxc6 Bxc6 Bd2 Re5 h3 Rg6 Kf2 h5 g4 hxg4 fxg4 Rh6 Bxg5 Rxg5,C44,Scotch Game,5
6aHAbFv6,TRUE,1.47E+12,1.47E+12,26,resign,black,10+0,ntriggers,1650,d_war,1592,e4 e5 d4 d6 d5 Nf6 Nc3 c6 h3 cxd5 Nxd5 Nxe4 Qf3 Qa5+ Nc3 Nxc3 Qxc3 Qc5 Be3 Qxc3+ bxc3 Nc6 O-O-O Be6 Rxd6 Bxd6,B07,King's Pawn Game: Maroczy Defense,4
TzerPaAt,TRUE,1.47E+12,1.47E+12,106,mate,black,8+0,nanaplaza,1451,d_war,1585,d4 d5 Bf4 e6 Nf3 Nf6 Ne5 Bd6 Nd3 Nc6 Qd2 Nxd4 c3 Bxf4 Nxf4 Nc6 c4 dxc4 f3 O-O h3 Qxd2+ Nxd2 b5 g4 h6 g5 hxg5 Ng2 Nd4 Rc1 Bb7 h4 g4 Nf4 gxf3 exf3 Bxf3 Rh3 Bg4 Rg3 Rfd8 Bh3 c3 bxc3 Nf5 Rg1 Bxh3 Nxh3 Nxh4 Nf4 g6 Rd1 c5 a3 Nd5 Nh5 Kh7 c4 bxc4 Ng3 c3 Nde4 f5 Nxc5 Rac8 Nxe6 Rd6 Ng5+ Kh6 Nf7+ Kg7 Nxd6 Rc6 Nh5+ Kh6 Rxd5 c2 Kd2 Nf3+ Kc1 Nxg1 Nf6 Ne2+ Kd2 c1=Q+ Kxe2 Qb2+ Rd2 Qxf6 Ne8 Qe6+ Kd1 Qxe8 Rh2+ Kg7 Re2 Rd6+ Ke1 Qc8 Re7+ Kf6 Rxa7 Qc2 Rh7 Rd1#,D00,Queen's Pawn Game: Mason Attack,3
VF7RHgfO,TRUE,1.47E+12,1.47E+12,89,resign,black,10+0,d_war,1604,zubkov1,1306,e4 e5 Nf3 Qe7 Bc4 h6 d4 d6 d5 Bg4 h3 Bxf3 Qxf3 Nf6 Bb5+ c6 dxc6 bxc6 Bc4 h5 Nc3 g5 Bxg5 h4 Bxf6 Qb7 b3 Rh6 Bxh4 Rxh4 Qxf7+ Qxf7 Bxf7+ Kxf7 O-O-O Na6 g3 Bh6+ Kb1 Rh5 Rxd6 Nb4 g4 Rh4 f3 Bf4 Ne2 Ke7 Rg6 Rd8 c3 Nd3 Rxc6 Nf2 Rf1 Rd1+ Rxd1 Nxd1 Rc7+ Kd6 Rxa7 Rxh3 Ra8 Rxf3 Rd8+ Ke7 Rxd1 Re3 Re1 Bg3 Rg1 Bf2 Rg2 Rxe2 Rxf2 Rxf2 a4 Kd6 a5 Kc5 a6 Kb6 b4 Kxa6 c4 Rf4 b5+ Kb6 Kb2,C40,Gunderam Defense,4
Qjj8sEIk,TRUE,1.47E+12,1.47E+12,45,resign,black,15+0,nobody_cares,1565,d_war,1594,e4 Nc6 d4 d5 e5 e6 c4 a6 c5 b6 cxb6 cxb6 Qa4 Bb4+ Nc3 b5 Bxb5 Bxc3+ bxc3 Bd7 Bxc6 Rb8 Bxd7+ Qxd7 Qxd7+ Kxd7 Nf3 Ne7 O-O Nf5 Ba3 f6 exf6 gxf6 Rab1 Rxb1 Rxb1 Kc6 Bc5 Kc7 Rb6 Rb8 Rxb8 Kxb8 Be7,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
QsXoSaql,TRUE,1.47E+12,1.47E+12,37,mate,white,15+0,d_war,1584,pmagaji,1545,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 Nxd4 Nxd4 exd4 Qxd4 Ng4 Be2 c5 Qd5 Qh4 Bxg4 Qxg4 e5 Be7 h3 Qf5 Nb5 O-O Nd6 Bxd6 Qxd6 Re8 O-O Rxe5 Be3 Rd5 Qe7 Re5 Qd8+ Re8 Qxe8#,C47,Four Knights Game: Scotch Variation,7
di2HELNg,TRUE,1.47E+12,1.47E+12,78,outoftime,black,10+0,d_war,1593,ninetynine,1654,e4 e5 Nf3 Nc6 Bc4 Bc5 b3 d6 Bb2 Nf6 d4 exd4 Nxd4 Nxd4 Bxd4 Nxe4 Bxc5 Nxc5 Qe2+ Ne6 O-O O-O Nc3 Re8 Rfe1 b6 Bxe6 Bxe6 Qb5 Bd7 Rxe8+ Qxe8 Qd3 Qe6 Nd5 Re8 h3 Qe5 Rd1 c5 Qa6 Qg5 c4 Bxh3 Ne3 h6 Qb7 Rxe3 fxe3 Bg4 Rf1 Qxe3+ Rf2 Kh7 Qxf7 Be6 Qf3 Qxf3 Rxf3 d5 Re3 dxc4 Rxe6 cxb3 axb3 g6 Kf2 h5 Kf3 Kh6 Ke4 h4 Kf4 Kh5 Re5+ g5+ Kf5 h3,C50,Giuoco Piano,6
zWIldr5P,TRUE,1.47E+12,1.47E+12,84,resign,black,10+0,jediandre,1810,d_war,1575,Nf3 d5 d4 e6 c4 c5 Nc3 Nf6 Bg5 Be7 Bxf6 Bxf6 dxc5 Nc6 cxd5 exd5 Qxd5 Qxd5 Nxd5 O-O Nxf6+ gxf6 a3 Rd8 b4 Nd4 Nxd4 Rxd4 e3 Rd5 Bc4 Rg5 Bd5 Rb8 O-O Rxd5 Rad1 Be6 e4 Rg5 Kh1 f5 f4 Rg4 h3 Rg3 Kh2 Re3 exf5 Bxf5 Rf3 Rxf3 gxf3 Re8 Rd5 Re2+ Kg3 Be6 Rd8+ Kg7 Rb8 Re3 Rxb7 Rxa3 c6 Rc3 c7 Kg8 Rxa7 Kg7 f5 Bxf5 Kf4 Be6 Ke5 Kf8 Rb7 Ke7 b5 Kd7 c8=Q+ Kxc8 Ra7 Rc5+,D40,Queen's Gambit Declined: Semi-Tarrasch Defense |  Pillsbury Variation,9
q7kFd5x2,TRUE,1.47E+12,1.47E+12,115,mate,white,10+0,d_war,1567,kendawy,1473,e4 e5 Nc3 d6 Bb5+ Bd7 Bc4 Be7 Qf3 Nf6 d3 Bg4 Qg3 Qd7 h3 Be6 Qxg7 Rg8 Qh6 Bxc4 dxc4 Nc6 Bg5 Qe6 Bxf6 Bxf6 Qxh7 O-O-O O-O-O Qxc4 Qf5+ Qe6 Qxe6+ fxe6 g4 Nd4 f3 Bg5+ Kb1 Rdf8 Rf1 Be3 Nge2 Rxf3 Nxd4 Rxf1+ Rxf1 exd4 Nb5 e5 Nxa7+ Kb8 Nb5 Rh8 Rh1 Rf8 Re1 Rf7 c3 Bf2 Re2 dxc3 bxc3 Bh4 Kc2 Rf3 Rd2 Rxh3 Rd3 Rh2+ Kb3 Rg2 Rf3 Kc8 Rf8+ Kd7 Rf7+ Kc6 c4 Rxg4 Rxc7+ Kb6 a4 Rxe4 Kb4 d5 a5+ Ka6 Nd6 dxc4 Nxe4 c3 Nc5+ Ka7 Rxb7+ Ka8 Kxc3 Be1+ Kc4 Bxa5 Rb5 Be1 Nd7 e4 Kc5 e3 Kc6 e2 Re5 Ka7 Rxe2 Bc3 Ra2+ Ba5 Rxa5#,C27,Vienna Game,3
tUjCVsqJ,TRUE,1.47E+12,1.47E+12,56,resign,white,10+0,cerete,1976,d_war,1569,e4 e5 f4 Nc6 Nf3 d6 c3 Bg4 Bc4 Bxf3 Qxf3 Nge7 O-O Ng6 f5 Nf4 g3 Nh3+ Kg2 Ng5 Qh5 Qf6 d3 h6 h4 Nh7 Na3 O-O-O Nb5 g6 fxg6 Qxg6 Qf3 f6 Be3 Kb8 a4 a6 b4 axb5 axb5 Qe8 bxc6 Qxc6 Ba7+ Kc8 Be6+ Rd7 Qf5 Rg8 c4 Rg7 b5 Qxe4+ Qxe4 Kd8,C30,King's Gambit Declined |  Queen's Knight Defense,4
